425401,bata shoes,bata-shoes-d271af708,TRUE,2000,562.89,28.48
425399,Varieties fruits,varieties-fruits-505a708e7,TRUE,10000,100,100
425398,mobile tag test,mobile-tag-test-29191f348,TRUE,152000,1000,700
425397,oduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MKBHD PRoduct MK,mkbhd-product-501aebbe5,TRUE,5000,5000,4500
425395,new product,new-product-926403fde,TRUE,50000,111,111
425392,Sanitizer,sanitizer-4668f2935,TRUE,2900,100,0
425391,SS,ss-c6e8695ca,TRUE,800,800,800
425390,Eggs,eggs-b57ea2812,TRUE,2000,2,0
425389,new product,new-product-e9ff1ee6b,TRUE,23000,1111,1111
425388,tag test product,tag-test-product-7ec47d50e,TRUE,900000,11,11
425387,Yamaha MT15 moto bike ,yamaha-mt15-moto-bike-bf83507a9,TRUE,430000,20.71,2.62
425386,EGGS,eggs-0779dda49,TRUE,1111,150,150
425384,EGG,egg-0453203c5,TRUE,900,900,630
425383,Egg,egg-70497d719,TRUE,2222,2222,2222
425382,test product sanjid,test-product-sanjid-fe9824893,TRUE,6600,6600,6600
425380,Walton Product for Express,walton-product-for-express-0953a7c80,TRUE,777,700,700
425376,ALpha,alpha-f56c3f009,TRUE,12500,1111,1111
425373,Product for walton,product-for-walton-974bb3faa,TRUE,700,700,700
425368,product variant,product-variant-39d0f1922,TRUE,0,0,
425365,Watch,watch-f305c3fa8,TRUE,-97.75,-97.75,10.9
425364,test food,test-food-04c3a9274,TRUE,,,
425354,Mamlamiraje,mamlamiraje-be8c90a15,TRUE,600,550,550
425353,BOI,boi-77b1b32b1,TRUE,1111,110,110
425352,realme 7 pro,realme-7-pro-d4b067e1f,TRUE,27990,-15.34,1.74
425351,COLOR AND SIZE,color-and-size-51c143b80,TRUE,876,-88.7,7.1
425350,A SScore,a-sscore-236585c6e,TRUE,700,600,580
425343,New one,new-one-4474002a1,TRUE,800000,800000,400000
425342,bike,bike-ad84f3d9a,TRUE,7000000,60,50
425341,Apple,apple-3a06ddff0,TRUE,666,666,567
425340,Roast,roast-d0dc24012,TRUE,0,0,0
425338,MMTOR,mmtor-f39083270,TRUE,1136,-101.85,6.48
425337,meat,meat-b8767b79d,TRUE,-194.97,-194.97,145.98
425336,EVALYEVALY,evalyevaly-6624c65e1,TRUE,4127.79,700,500.98
425335,LC,lc-636f7a410,TRUE,11111,11111,11111
425334,LIFAN,lifan-7a0b997e4,TRUE,1233,-107.49,280.98
425333,sfsfDD,sfsfdd-536eec890,TRUE,600,-27.78,1
425317,test productqqqq,test-productqqqq-bdc75e471,TRUE,0,-3.2,2.78
425316,valonaamvalonaam,valonaamvalonaam-a2bbf21bb,TRUE,2999,-379.29,120.33
425315,IUDHJ,iudhj-541d68073,TRUE,5000,1111,1111
425314,Roastforilaapu,roastforilaapu-ed07d105e,TRUE,900,-148.77,4.89
425313,Roast,roast-35c61610f,TRUE,100000,-247.18,3.93
425310,Bigsub,bigsub-5b7a1a540,TRUE,,,
425309,EPizza,epizza-9e68f5713,TRUE,600,600,600
425303,Spicyfood,spicyfood-1a74f941e,TRUE,,,
425302,Only for evaly food,only-for-evaly-food-86d3d08d8,TRUE,99999,-2024.08,4.63
425301,yammy sub,yammy-sub-240c96088,TRUE,,,
425299,pizzaa,pizzaa-9e8a1338d,TRUE,,,
425298,Mango,mango-1f5e904b1,TRUE,3333,3333,3333
425297,VariantSADSAD with double variant,variantsadsad-with-double-variant-0b3e0f30a,TRUE,3600,-1014.11,5.4
425296,VariantSADSAD v2.0 No Variant Black,variantsadsad-v20-no-variant-black-62517bbef,TRUE,512,400,400
425295,Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo KhaboKhabo Khabo KhaboKhabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo Khabo ,khabo-7921e085a,TRUE,4534534,-2.83,2.89
425294,VariantSADSAD,variantsadsad-d989f8274,TRUE,45,44,15
425293,samsung-galaxy-note10-lite,samsung-galaxy-note10-lite-313fea292,TRUE,52000,-388.52,2.61
425292,BBABBABBA,bbabbabba-4e16a49b5,TRUE,5000,11,1
425291,ABARoo,abar-944400ebf,TRUE,5000,5000,2500
425290,SHERA PRODUCT,shera-product-765cf9f8e,TRUE,50000,50000,10000
425289,Smart watch,smart-watch-6801e1cfc,TRUE,800,700,700
425287,merchant product test,merchant-product-test-6f2623df7,TRUE,60000,11,11
425286,Aks product,aks-product-8627e5eeb,TRUE,52000,1,1
425285,Realme 7 Pro,realme-7-pro-719644ff7,TRUE,700,11.41,2.78
425284,Notun Ponnyo Kine hon Dhonno,notun-ponnyo-kine-hon-dhonno-19ea8194b,TRUE,500,52.35,18.97
425283,SPROD,sprod-4ec5b3c89,TRUE,1000,-267.01,4.28
425282,JAM,jam-e74492ae6,TRUE,1000,-86.99,0
425281,NN,nn-288df978f,TRUE,1000,0,0
425280,KK,kk-6a50fbfa1,TRUE,1000,0,0
425279,KUMI,kumi-7cfe8bc45,TRUE,1000,-67.28,0
425278,Black dress,black-dress-eb85f14d0,TRUE,900,-121.75,0
425277,Dress,dress-c4353b3a5,TRUE,1216.74,0,0
425276,MASTER Cat,master-cat-c53b9b1b9,TRUE,1111,1111,1111
425275,HH,hh-0aee49e0a,TRUE,303.52,0,0
425274,"Bangladesh cricket jersey from ""evaly""",bangladesh-cricket-jersey-from-evaly-6bad62271,TRUE,123123,-135.46,15.98
425273,strawberries,strawberries-4483f4e23,TRUE,3000,-212.51,6.48
425272,Mix Fruits ,mix-fruits-1c52eeca1,TRUE,1000,500,100
425270,Mr. MasteR Product,mr-master-product-6635b556f,TRUE,1234,-66.16,0
425269,football,football-034fdc052,TRUE,700,14.49,4.76
425263,test product2,test-product2-2d86897f4,TRUE,23232323,4444,3999.6
425262,new product1,new-product1-10d495df9,TRUE,30000,4444,4404
425261,Clone Product 1,clone-product-1-6fa77a336,TRUE,2137.28,1000,415.88
425260,ddffdfd,ddffdfd-88b6deb08,TRUE,100,-109.1,15.14
425259,Fruit,fruit-5b241dc59,TRUE,99999,-5.6,5.85
425258,Mango test,mango-test-fa8773a88,TRUE,1000,500,490
425257,YIHO CARDI,yiho-cardi-9ced19185,TRUE,700,700,650
425256,Shop,shop-e2c67c16f,TRUE,10000,73.89,3.69
425254,shoes ,shoes-827222d98,TRUE,10000,1200,1200
425253,mans shoes,mans-shoes-ddd356a4a,TRUE,1111,1111,1011
425252,Shoes for man,shoes-for-man-cad3ae23b,TRUE,80000,6000,5900
425251,Flirt,flirt-66cf8113f,TRUE,700,650,590
425250,Gift Card,gift-card-f0f49fba9,TRUE,555555,-113.45,6.68
425248,child of cyclone,child-of-cyclone-64149ad62,TRUE,100,100,100
425244,Exclusive Cotton Frock,exclusive-cotton-frock-cd5dd956f,TRUE,500,49.45,0
425242,Baby Frock ,dress-product-7c3d7b812,TRUE,1500,374.62,125.99
425241,Watch,watch-267739a66,TRUE,2000,-3.51,3.26
425240,Watch,watch-7fae7b011,TRUE,5000,-353.66,146.34
425239,Watch,watch-91ddeff16,TRUE,25000,-762.44,146.05
425238,apple shop,apple-shop-eea3bfb1c,TRUE,900,900,900
425237,Cardi Product,cardi-product-abc5b5313,TRUE,545454,545454,54545.4
425236,Jama,jama-183f64812,TRUE,5000,456.81,65.99
425235,mobile ,mobile-f995f8518,TRUE,10000,140,130
425234,evaly campaign,evaly-campaign-f28f46903,TRUE,1000,1000,1000
425233,cup,cup-2c74e4ee0,TRUE,900,-24.09,6.48
425232,Habiji,habiji-106976206,TRUE,664,73.16,4.91
425230,Watch,watch-f7dfc51c5,TRUE,5000,5000,4500
425229,Product Name,product-name-8507babdc,TRUE,777,777,600
425228,dddd,dddd-18cad9007,TRUE,555555,-47.36,15.98
425227,vegetable  comp,vegetable-comp-807bd527d,TRUE,500,500,155
425225,Watch,watch-786579fb8,TRUE,2222,800,800
425223,VVVVV,vvvvv-41ec68860,TRUE,1200,1000,1000
425222,Mango,mango-931f5c349,TRUE,500,500,500
425220,Mango,mango-578fb5884,TRUE,200,200,170
425219,Mango,mango-ebc7af83a,TRUE,1891,100,100
425218,Mango,mango-19e27df54,TRUE,200,200,170
425217,Samsung mobile phone ,samsung-mobile-phone-c0866d1d4,TRUE,35000,35000,30000
425216,uhfiuei,uhfiuei-6e2467c44,TRUE,,,
425215,orange4444,orange4444-6045ead5f,TRUE,333,333,259.74
425210,PRIME DEAL ,prime-deal-90f307748,TRUE,5555,222,222
425209,Apple,apple-4e16e9568,TRUE,5555,100,100
425208,after camp,after-camp-4a9771962,TRUE,554,554,554
425207,1prod prod,1prod-prod-09c9303d1,TRUE,4353,4353,4353
425205,PROD,prod-c78d6d45f,TRUE,,,
425204,mug ceramics,mug-ceramics-6759da69b,TRUE,600,500,450
425203,Baby dress,baby-dress-46f35d99b,TRUE,2900,-12.26,4.71
425202,Baby dress,baby-dress-f9129b35b,TRUE,2900,-11.83,7.84
425200,ljjl,ljjl-5a200ce93,TRUE,4444,555,555
425199,    dce,dce-39ea60e4b,TRUE,900,888,850
425198,Lamp,lamp-28bcad87e,TRUE,100,54.6,71.37
425197,garments item jeans ,garments-item-jeans-3e0ce14cf,TRUE,2500,-105.37,53.98
425195,WWW PROD,www-prod-b7fb7c12d,TRUE,1500,100,100
425193,ssafsadf,ssafsadf-b69f0757f,TRUE,999,666,666
425192,HHH,hhh-64774925f,TRUE,500,500,470
425191,ALONE PRODUCT,alone-product-256c8dc91,TRUE,4444,4444,4444
425190,Backoff,backoff-53d7e768b,TRUE,555,555,555
425189,Approved Prod,approved-prod-3307b2486,TRUE,5555,-2.55,3.8
425188,Space Prd,space-prd-98631556e,TRUE,4444,4444,4444
425187,DD Prod,dd-prod-0d657761e,TRUE,5666,5666,5666
425186,MR MR,mr-mr-20961cbe2,TRUE,,,
425185,DDB,ddb-eafbab984,TRUE,800,800,800
425184,AK Product,ak-product-47beffce3,TRUE,500,500,500
425182,pan set,pan-set-1389a85a9,TRUE,,,
425181,product q,product-q-ed9463f1c,TRUE,555,30.63,34.76
425180,laptopp,laptopp-6b029d225,TRUE,,,
425179,mac lipstick,mac-lipstick-5bb2e3381,TRUE,,,
425178,lampshade,lampshade-b11ec4984,TRUE,,,
425177,shampoo silky,shampoo-silky-cbf13db79,TRUE,700,555,555
425175,watch wow,watch-wow-ce1456576,TRUE,,,
425174,black dress,black-dress-0dac7bef7,TRUE,7777,1000,982
425173,girls dress,girls-dress-77038c887,TRUE,,,
425172,football,football-121592806,TRUE,777,777,657
425171,Apple,apple-2aaba35bd,TRUE,1500,1500,1451
425170,girls dress,girls-dress-bd5594348,TRUE,1500,1400,1360
425169,FROCK FOR GIRL KID,frock-for-girl-kid-b20a3e370,TRUE,1000,-76.54,6.3
425168,applee,applee-776fde4e7,TRUE,700,-86.52,47.9
425165,eshop,eshop-013309e89,TRUE,600,600,500
425163,opekkha boi,opekkha-boi-4e08e780c,TRUE,0,0,0
425162,football3,football3-f8890c2dc,TRUE,,,
425161,football2,football2-eb0ad05c1,TRUE,666,-71.95,15.31
425160,football2,football2-a0e928330,TRUE,,,
425159,AHH,ahh-638b40faf,TRUE,777,777,687
425158,loafer for men,loafer-for-men-f0b3d4b17,TRUE,2000,2000,2000
425157,ash loafer,ash-loafer-d6fcc17bc,TRUE,2500,2500,2500
425156,Gents dress,gents-dress-70bb3de10,TRUE,500,500,250
425155,football,football-28e5ddf11,TRUE,1000,1000,941
425149,Gents JAMA,gents-jama-447a8c4f7,TRUE,3000,691.13,243.98
425148,Ladies JAMA,ladies-jama-11fcfb197,TRUE,1500,1000,500
425145,dddd,dddd-8aa37b150,TRUE,2500,-149.93,2.18
425143,Apple,apple-040f19ab0,TRUE,200,200,180
425138,morich,morich-54d2402fa,TRUE,40,40,30
425137,story book ,dddd-c7fee9221,TRUE,190,190,171
425136,NN PROduct,nn-product-ce147cdad,TRUE,600,600,540
425135,check shirt,check-shirt-7d5107888,TRUE,1000,600,590
425134,A TEST,a-test-1cac47b9a,TRUE,777,435.95,20.99
425133,kawhdfljsadhPRod,kawhdfljsadhprod-e6be51ec6,TRUE,800,800,710
